Position,Hangul,IPA_Pronunciation,Word_Type,TOPIK_Level,Definition,Example_Sentence,Example_Sentence_IPA,Example_Sentence_Translation,Usage_Hint,Frequency,Frequency_Number,Verified,Quality_Score,HSK_Compliance,Processed,Reasoning_Tokens,Total_Tokens,O4_Error
3694,치료제를,tɕʰi.ɾjo.tɕe.ɾɯl,noun,4,medicine,의사는 새로운 치료제를 개발했다.,ɰi.sa.nɯn sɛ.ɾo.un tɕʰi.ɾjo.tɕe.ɾɯl kɛ.pal.hɛt̚.ta,The doctor developed a new medicine.,Refers to a therapeutic agent or drug used to treat diseases; frequently used in medical and formal contexts.,3694,172,True,Clear and accurate medical noun analysis.,False,True,1600,2354,
3695,시작하면,si.tɕak̚.ha.mjʌn,verb,1,if you start,프로젝트를 시작하면 알려 주세요.,pʰɯ.ɾo.tɕek̚.tʰɯ.ɾɯl si.tɕak̚.ha.mjʌn al.ɾjʌ tɕu.se.jo,Let me know when you start the project.,Conditional form of the verb 'to start'; means 'if/when you start'. Used in formal and informal contexts to indicate a condition before the main clause.,3695,172,True,Clear and accurate representation of the conditional form usage.,False,True,1472,2232,
3696,누군가의,nu.kun.ka.ɰi,pronoun,4,someone's,나는 누군가의 편지를 받았다.,na.nɯn nu.kun.ka.ɰi pʰjʌn.tɕi.ɾɯl pat̚.at̚.ta,I received someone's letter.,"Used as the possessive form of the indefinite pronoun 누군가, commonly placed before a noun to indicate unspecified ownership.",3696,172,True,Clear definition and example with accurate context.,False,True,1472,2214,
3697,못할거야,mot̚.hal.kʌ.ja,verb,2,unable,혼자서는 이 일을 못할 거야.,hon.tɕa.sʌ.nɯn i il.ɯl mot̚.hal kʌ.ja,I won't be able to do this task by myself.,"Casual future tense of 못하다 to express inability, common in informal spoken Korean when speaking with peers.",3697,172,True,Accurate identification of verb form and future tense usage; example sentence is natural and clear.,False,True,2240,2995,
3698,긴급,kin.kɯp̚,noun,4,emergency,긴급 상황이 발생했다.,kin.kɯp̚ saŋ.hwaŋ.i pal.sɛŋ.hɛt̚.ta,An emergency situation has occurred.,"Used as a noun meaning emergency in formal contexts, often in the phrase emergency situation",3698,172,True,Accurate and clear representation of common usage,False,True,1408,2134,
3699,아무나,a.mu.na,pronoun,3,anyone,이 행사에는 아무나 참여할 수 있어요.,i hɛŋ.sa.e.nɯn a.mu.na tɕʰam.jʌ.hal su it̚.ʌ.jo,Anyone can participate in this event.,"Indefinite pronoun used to indicate any person, neutral register with verbs",3699,172,True,Accurate and clear,False,True,1216,1936,
3700,자기를,tɕa.ki.ɾɯl,pronoun,4,oneself,사람은 자기를 먼저 사랑해야 한다.,sa.ɾam.ɯn tɕa.ki.ɾɯl mʌn.tɕʌ sa.ɾaŋ.hɛ.ja han.ta,People should love themselves first.,"Used as the object form of the pronoun meaning oneself, when functioning as the object of a verb.",3700,172,True,Accurate and concise,False,True,2240,2979,
3701,리디아,ɾi.ti.a,noun,4,female name,리디아는 내 친구예요.,ɾi.ti.a.nɯn nɛ tɕʰin.ku.je.jo,Lydia is my friend.,Proper noun used as a given name for a person in both formal and informal contexts.,3701,172,True,Accurate and complete analysis of proper noun usage.,False,True,576,1304,
3702,정부가,tɕʌŋ.pu.ka,noun,4,government,정부가 발표했다.,tɕʌŋ.pu.ka pal.pʰjo.hɛt̚.ta,The government announced it.,"Used when marking the government as subject, commonly in formal or written contexts such as news reports",3702,172,True,clear and contextually appropriate,False,True,1024,1752,
3703,그러니깐,kɯ.ɾʌ.ni.k͈an,adverb,2,so,그러니깐 내가 말했잖아.,kɯ.ɾʌ.ni.k͈an nɛ.ka mal.hɛt̚.tɕan.a,So I told you.,Informal spoken conjunction indicating cause or result; colloquial variant of the standard form,3703,172,True,Accurate and concise entry with correct usage context,False,True,1408,2155,
3704,싱크,siŋ.kʰɯ,noun,4,sync,이 비디오는 음성과 영상의 싱크가 맞지 않아.,i pi.ti.o.nɯn ɯm.sʌŋ.kwa jʌŋ.saŋ.ɰi siŋ.kʰɯ.ka mat̚.tɕi an.a,The audio and video are out of sync in this video.,"Used as a Konglish abbreviation of synchronization, common in tech contexts",3704,172,True,High quality; accurate and concise,False,True,1152,1888,
3705,말이예요,mal.i.je.jo,noun,4,word,제가 하고 싶은 말이예요.,tɕe.ka ha.ko sip̚.ɯn mal.i.je.jo,This is what I want to say.,"Polite copula form of the noun meaning word, used to state or explain something",3705,172,True,Accurate analysis,False,True,2368,3094,
3706,작업을,tɕak̚.ʌp̚.ɯl,noun,4,work,나는 이 작업을 오늘 끝내야 해.,na.nɯn i tɕak̚.ʌp̚.ɯl o.nɯl k͈ɯt̚.nɛ.ja hɛ,I have to finish this work today.,"Object form of the noun '작업' with the particle 을, used to indicate the work being acted upon, common in both spoken and written contexts.",3706,172,True,Accurate and concise.,False,True,1408,2165,
3707,아니라고요,a.ni.ɾa.ko.jo,verb,4,it is not,그건 제 잘못이 아니라고요.,kɯ.kʌn tɕe tɕal.mot̚.i a.ni.ɾa.ko.jo,I'm telling you it's not my fault.,"Polite spoken denial using '-라고요' for emphasis, common in conversation to insist something is not true",3707,172,True,Accurate and concise,False,True,1024,1765,
3708,마이,ma.i,adverb,6,much,요즘 일이 마이 바쁘다.,jo.tɕɯm il.i ma.i pa.p͈ɯ.ta,I've been very busy with work these days.,"Dialectal adverb in Gyeongsang region meaning 'much/very', informal context",3708,172,True,"Clear regional usage, common in Southeastern dialect",False,True,1600,2322,
3709,기술을,ki.sul.ɯl,noun,4,skill,운전 기술을 배우고 있어요.,un.tɕʌn ki.sul.ɯl pɛ.u.ko it̚.ʌ.jo,I am learning driving skills.,Object form of the noun 'skill' with the particle 을; marks the direct object; used in formal and informal contexts.,3709,172,True,Accurate and clear entry with appropriate example.,False,True,1536,2270,
3710,느끼고,nɯ.k͈i.ko,verb,2,feel,기분이 좋아서 행복을 느끼고 웃었어요.,ki.pun.i tɕot̚.a.sʌ hɛŋ.pok̚.ɯl nɯ.k͈i.ko ut̚.ʌt̚.ʌ.jo,"Because I felt happy, I laughed.","Connective form of 느끼다 (to feel), used to link feeling and subsequent action, common in spoken and written Korean.",3710,172,True,Accurate and clear.,False,True,1280,2026,
3711,출발,tɕʰul.pal,noun,4,departure,기차는 아침 7시에 출발합니다.,ki.tɕʰa.nɯn a.tɕʰim si.e tɕʰul.pal.hap̚.ni.ta,The train departs at 7 a.m.,Commonly used in schedules and announcements; often combined with 하다 to form the verb 출발하다,3711,171,True,Accurate and concise entry,False,True,768,1504,
3712,언제든지,ʌn.tɕe.tɯn.tɕi,adverb,4,whenever,도움이 필요하면 언제든지 말해 주세요.,to.um.i pʰil.jo.ha.mjʌn ʌn.tɕe.tɯn.tɕi mal.hɛ tɕu.se.jo,"If you need help, please let me know anytime.","Used as an adverb to indicate any time without restriction, common in both formal and informal contexts.",3712,171,True,"Accurate entry with appropriate IPA, definition, and example.",False,True,1728,2489,
3713,나간,na.kan,verb,2,went out,그가 이미 나간 줄 알았어요.,kɯ.ka i.mi na.kan tɕul al.at̚.ʌ.jo,I thought he had already gone out.,Adnominal (modifier) form of the verb 'go out' used to describe someone or something that has gone out.,3713,171,True,"The analysis correctly identifies the form and meaning, with clear example usage.",False,True,1984,2721,
3714,들어서,tɯl.ʌ.sʌ,verb,2,upon entering,여기에 들어서는 안 됩니다.,jʌ.ki.e tɯl.ʌ.sʌ.nɯn an twep̚.ni.ta,You must not enter here.,Used to form prohibitions in polite contexts with the pattern '-seoneun andoeda' ('must not X'),3714,171,True,Accurate and clear,False,True,2176,2911,
3715,젠장할,tɕen.tɕaŋ.hal,verb,4,damn,"젠장할, 나 또 늦었네!",tɕen.tɕaŋ.hal na t͈o nɯt̚.ʌt̚.ne,"Damn it, I’m late again!",Informal expletive expressing frustration in casual speech,3715,171,True,Appropriate colloquial usage reflecting common spoken Korean,False,True,2048,2793,
3716,꽃,k͈ot̚,noun,4,flower,봄에는 꽃이 많이 핍니다.,pom.e.nɯn k͈ot̚.i man.i pʰip̚.ni.ta,Many flowers bloom in spring.,"Standard noun for 'flower', used in everyday speech and writing.",3716,171,True,Accurate definition and natural example sentence.,False,True,896,1614,
3717,동물,toŋ.mul,noun,4,animal,저는 동물을 좋아해요.,tɕʌ.nɯn toŋ.mul.ɯl tɕot̚.a.hɛ.jo,I like animals.,General noun for living creatures other than humans; used in both formal and informal contexts.,3717,171,True,Clear and accurate.,False,True,768,1478,
3718,과장님이,kwa.tɕaŋ.nim.i,noun,4,manager,과장님이 회의에 참석하셨어요.,kwa.tɕaŋ.nim.i hwe.ɰi.e tɕʰam.sʌk̚.ha.sjʌt̚.ʌ.jo,The manager attended the meeting.,"Subject form of manager with honorific suffix -nim and subject particle -i, used to mark manager as the subject in polite contexts.",3718,171,True,"Accurate entry with appropriate IPA, word type, and usage context.",False,True,1344,2097,
3719,묻고,mut̚.ko,verb,1,to ask,그는 계속 질문을 묻고 대답을 기다렸다.,kɯ.nɯn kje.sok̚ tɕil.mun.ɯl mut̚.ko tɛ.tap̚.ɯl ki.ta.ɾjʌt̚.ta,He kept asking questions and waited for answers.,"Connective form of the verb 'to ask', used to link two actions (ask and wait), common in spoken and written contexts",3719,171,True,Clear and concise analysis,False,True,1728,2467,
3720,짧은,tɕ͈al.ɯn,adjective,2,short,저는 짧은 머리를 좋아해요.,tɕʌ.nɯn tɕ͈al.ɯn mʌ.ɾi.ɾɯl tɕot̚.a.hɛ.jo,I like short hair.,"Attributive form of the adjective 짧다, used before nouns to indicate short length; common in all registers.",3720,171,True,Accurate and concise entry with appropriate example and usage note.,False,True,1472,2218,
3721,가슴에,ka.sɯm.e,noun,4,chest,나는 가슴에 통증을 느꼈다.,na.nɯn ka.sɯm.e tʰoŋ.tɕɯŋ.ɯl nɯ.k͈jʌt̚.ta,I felt a pain in my chest.,Used with the locative particle 에 to indicate location in the chest; also used figuratively to mean in one's heart.,3721,171,True,Clear and accurate entry.,False,True,1152,1887,
3722,도시에,to.si.e,noun,4,city,저는 도시에 살고 있어요.,tɕʌ.nɯn to.si.e sal.ko it̚.ʌ.jo,I live in the city.,"Locative particle indicating 'in the city', used with verbs of location or movement.",3722,171,True,Accurate and complete analysis.,False,True,1280,1996,
3723,다르지,ta.ɾɯ.tɕi,adjective,4,different,이 색깔은 원본과 다르지?,i sɛk̚.k͈al.ɯn wʌn.pon.kwa ta.ɾɯ.tɕi,"This color is different from the original, right?","Informal speech, using the ending ji to confirm agreement in casual conversation",3723,171,True,Definition and usage are clear and accurate,False,True,1472,2212,
3724,백,pɛk̚,noun,1,hundred,학교에 백 명의 학생이 있습니다.,hak̚.kjo.e pɛk̚ mjʌŋ.ɰi hak̚.sɛŋ.i it̚.sɯp̚.ni.ta,There are one hundred students at the school.,"Used as the Sino-Korean numeral for 100 in counting with counters like 명, 개, etc.",3724,171,True,Clear and concise analysis with correct usage,False,True,1088,1815,
3725,죽었다,tɕuk̚.ʌt̚.ta,verb,4,died,그의 개가 어제 죽었다.,kɯ.ɰi kɛ.ka ʌ.tɕe tɕuk̚.ʌt̚.ta,His dog died yesterday.,Used as past tense of the verb 'to die' in narrative or factual statements,3725,171,True,Clear and accurate analysis,False,True,768,1506,
3726,여자애,jʌ.tɕa.ɛ,noun,4,girl,저 여자애는 정말 똑똑해.,tɕʌ jʌ.tɕa.ɛ.nɯn tɕʌŋ.mal t͈ok̚.t͈ok̚.hɛ,That girl is really smart.,"Informal colloquial term for a young female, commonly used in spoken Korean.",3726,171,True,Accurate and common usage in casual speech.,False,True,768,1499,
3727,구해,ku.hɛ,verb,2,find,저는 새 집을 구해요.,tɕʌ.nɯn sɛ tɕip̚.ɯl ku.hɛ.jo,I find a new house.,Used in the polite present tense (-ayo form) to express finding or obtaining something in everyday conversation.,3727,170,True,Accurate and complete analysis.,False,True,2560,3278,
3728,무서워요,mu.sʌ.wʌ.jo,adjective,2,scary,이 영화 무서워요.,i jʌŋ.hwa mu.sʌ.wʌ.jo,This movie is scary.,Polite present declarative form of the adjective 무섭다 used to describe something frightening in everyday conversation.,3728,170,True,Accurate and clear analysis.,False,True,1344,2078,
3729,20분,pun,noun,4,20 minutes,이 책을 읽는 데 20분 걸렸어.,i tɕʰɛk̚.ɯl ik̚.nɯn te pun kʌl.ɾjʌt̚.ʌ,It took 20 minutes to read this book.,Used to express a duration of 20 minutes with a Sino-Korean numeral and time counter,3729,170,True,Accurate and natural use of time duration expression,False,True,1024,1760,
3730,딱히,t͈ak̚.hi,adverb,4,particularly,딱히 할 일이 없어서 집에서 쉬었어요.,t͈ak̚.hi hal il.i ʌp̚.ʌ.sʌ tɕip̚.e.sʌ swi.ʌt̚.ʌ.jo,"I didn't have anything in particular to do, so I relaxed at home.","Used colloquially before verbs or adjectives, often in negative sentences to mean 'not particularly'; informal speech.",3730,170,True,Accurate and clear,False,True,1408,2153,
3731,코,kʰo,noun,4,nose,감기에 걸려서 코가 막혔어요.,kam.ki.e kʌl.ɾjʌ.sʌ kʰo.ka mak̚.hjʌt̚.ʌ.jo,My nose is stuffy because I caught a cold.,Refers to the body part 'nose'. Commonly used with verbs describing condition such as 'to be blocked' or 'to be cleared'.,3731,170,True,Accurate entry with clear definition and relevant example.,False,True,1024,1764,
3732,제이슨,tɕe.i.sɯn,noun,4,Jason,제이슨은 한국어를 배우고 있어요.,tɕe.i.sɯn.ɯn han.kuk̚.ʌ.ɾɯl pɛ.u.ko it̚.ʌ.jo,Jason is learning Korean.,"Transliteration of the English name Jason, used as a proper noun.",3732,170,True,Accurate and clear analysis.,False,True,1280,2011,
3733,볼래,pol.ɾɛ,verb,2,want to see,우리 영화 볼래?,u.ɾi jʌŋ.hwa pol.ɾɛ,Do you want to watch a movie?,Casual speech ending expressing suggestion or asking listener's preference to do something,3733,170,True,Clear and accurate,False,True,1344,2061,
3734,있냐,it̚.nja,verb,1,to exist,시간 있냐?,si.kan it̚.nja,Do you have time?,Casual interrogative form of 있다 used in informal speech to ask about existence or possession,3734,170,True,Clear explanation of casual usage and accurate definition,False,True,1472,2192,
3735,또다른,t͈o.ta.ɾɯn,adjective,4,another,또다른 문제가 생겼어요.,t͈o.ta.ɾɯn mun.tɕe.ka sɛŋ.kjʌt̚.ʌ.jo,Another problem occurred.,Used as a prenominal adjective before nouns to mean 'another'; common in both spoken and written Korean.,3735,170,True,Accurate and clear analysis with appropriate example.,False,True,1472,2211,
3736,드레스,tɯ.ɾe.sɯ,noun,4,dress,그녀는 아름다운 드레스를 입었다.,kɯ.njʌ.nɯn a.ɾɯm.ta.un tɯ.ɾe.sɯ.ɾɯl ip̚.ʌt̚.ta,She wore a beautiful dress.,Borrowed noun for a women's one-piece garment commonly used in fashion contexts,3736,170,True,Accurate and clear analysis,False,True,640,1369,
3737,사이,sa.i,noun,4,between,책상과 의자 사이에 공책이 있다.,tɕʰɛk̚.saŋ.kwa ɰi.tɕa sa.i.e koŋ.tɕʰɛk̚.i it̚.ta,There is a notebook between the desk and the chair.,"Indicates space or relationship between two nouns, commonly used with -에.",3737,170,True,High quality and clear explanation.,False,True,1024,1741,
3738,하나야,ha.na.ja,verb,1,it's one,사과는 몇 개 있어? 사과는 하나야.,sa.kwa.nɯn mjʌt̚ kɛ it̚.ʌ sa.kwa.nɯn ha.na.ja,How many apples are there? There is one apple.,"Informal speech, present tense copula '야' attached after noun ending in vowel to state quantity",3738,170,True,Clear and accurate,False,True,1728,2457,
3739,사이가,sa.i.ka,noun,4,relationship,우리 사이는 정말 좋아.,u.ɾi sa.i.nɯn tɕʌŋ.mal tɕot̚.a,Our relationship is really good.,"Used in casual speech to describe the quality of an interpersonal relationship, commonly with adjectives meaning good or bad",3739,170,True,Accurate and concise,False,True,1856,2575,
3740,남자친구,nam.tɕa.tɕʰin.ku,noun,2,boyfriend,내 남자친구는 키가 커요.,nɛ nam.tɕa.tɕʰin.ku.nɯn kʰi.ka kʰʌ.jo,My boyfriend is tall.,Common noun for a male romantic partner; used with possessives like 내 or 제; typically written as one word.,3740,170,True,Accurate definition and example; usage hint is clear.,False,True,1536,2294,
3741,부분은,pu.pun.ɯn,noun,4,part,이 부분은 중요해요.,i pu.pun.ɯn tɕuŋ.jo.hɛ.jo,This part is important.,Used with the topic marker eun to indicate 'as for this part' in sentences.,3741,170,True,Accurate and clear analysis.,False,True,1216,1936,
3742,남자와,nam.tɕa.wa,noun,4,and a man,남자와 여자 모두 참여했다.,nam.tɕa.wa jʌ.tɕa mo.tu tɕʰam.jʌ.hɛt̚.ta,Both men and women participated.,Used as a conjunction meaning 'and' to connect a noun ending in a vowel; formal register,3742,170,True,Accurate and concise,False,True,2176,2904,
3743,않겠지,an.ket̚.tɕi,verb,4,probably won't,내일은 비가 오지 않겠지?,nɛ.il.ɯn pi.ka o.tɕi an.ket̚.tɕi,"It probably won't rain tomorrow, right?",Expresses speaker's assumption that an action will not occur; common in casual or neutral speech with the ending -겠지,3743,170,True,Accurate analysis of form and function,False,True,896,1642,
3744,운전,un.tɕʌn,noun,4,driving,제 동생은 운전을 배우고 있어요.,tɕe toŋ.sɛŋ.ɯn un.tɕʌn.ɯl pɛ.u.ko it̚.ʌ.jo,My younger sibling is learning to drive.,Used as a noun with 하다 to mean 'to drive'; common in both spoken and written Korean.,3744,170,True,Clear definition with a relevant example sentence.,False,True,1344,2078,
